text,amount,category,payment_method,payment_provider,bank_account,text_source
Travel expense 9978 for Yatra using Google Pay.,9978,travel,upi,gpay,,english
"maintenance ke liye cash diya 393.30 ki, baad me cash se adjust karunga",393.30,utilities,cash,,,hinglish
gold pe 47415 lagaya yaar,47415,invstment,unknown,,,hinglish
"Ufff, Myntra ne kat liya 7848, cash se payment",7848,Shopping,cash,,,hinglish
  Direct credit card se restaurant ko 2087.20 transfer kiya khane ka   ,2087.20,food,upi,nan,,hinglish
"Karan ne 4553 maanga tha, wapas kiya Phone Pe pe",4553,friends,UPI,phonepe,,hinglish
bhai movie ticket ke liye 2205.32 Slice se book kiya PVR pe,2205.32,entertainment,UPI,slice,slice,hinglish
eye clinic payment 24407 via jupiter,24407,healthcare,upi,nan,Jupiter,ocr_receipt
i bought Angel One worth 10250 using GPay,10250,investment,upi,NA,,voice
auto 10261 paid by Fi Money,10261,commute,upi,fi,fi,ocr_receipt
"Ola flight booking 8374, paid by cash.",8374,travel,cash,,,english
brother se 2262.65 wapas liya cash mein,2262.65,friends,CASH,,,hinglish
Rapido me 12915 ka payment ho gaya Mastercard se,12915,travel,card,,,voice
"auto ne 6311 ka ride liya, payment BHIM se",6311,fuel,upi,bhim,,hinglish
cash se McDonald's ko 133 ka bill,133,food,Cash,,,ocr_upi
"Lent 8466 to sister for shopping, cash",8466,p2p,cash,,,english
"metro me 2069.00 pay kiya, mode cash.",2069.00,travel,CASH,,,english
24867 for medicines at lab test cash payment.,24867,medical,cash,,,english
   aaj Rapido ke liye 11108.23 diya Canara card se   ,11108.23,friends,card,,canara,voice
"10616.09 for Amazon order, payment bhim se hui",10616.09,purchase,upi,--,,hinglish
Monthly JioCinema subscription 2626 by jupiter,2626,entertainment,UPI,jupiter,Jupiter,english
Nykaa checkout 8737 Google Pay,8737,shopping,upi,gpay,,ocr_receipt
Paid 233.31 for canteen using gpay from YES BANK,233.31,Food,upi,null,YES BANK,ocr_receipt
maintenance pe 3424 spend kiya using cash,3424,utility,cash,,,hinglish
,10094,travel,cash,,,english
NA,19162.98,shoping,upi,paytm,,voice
Jupiter use karke home loan EMI ka 33552 dedo,33552,emi,upi,jupiter,Jupiter,hinglish
Tata CLiQ ko 9813 transfer kiye Kotak Mahindra card se,9813,Shopping,card,,kotak,hinglish
SonyLIV ke liye 2006.97 ka payment Mastercard se kiya,2006.97,entertainment,CARD,,,english
   Cab fare 10385.18 to IRCTC.  ,10385.18,Transport,unknown,,,english
crypto ke liye 41803.32 ka payment paytm se kiya.,41803.32,investment,upi,paytm,,english
doctor consultation 17907.54 paid with RBL Bank PhonePe,17907.54,healthcare,upi,phonepe,rbl,ocr_upi
Paid tuition fees 54958.21 via bhim,54958.21,education,Upi,bhim,,english
38677.01 school fees ka payment kar diya cash pe,38677.01,null,cash,,,hinglish
credit card EMI installment 30557.03 paid from YES BANK,30557.03,emi,upi,cred,yes bank,ocr_upi
  2334 hospital pe kharch hua cash se  ,2334,pharmacy,cash,,,hinglish
H&M se 27448 ka bill pay kiya credit card se,27448,shopping,upi,cred,,hinglish
UPI payment to Meesho for 17758 from paytm,17758,shopping,upi,paytm,,ocr_receipt
  Spotify membership renewal 313.79 via phonepe  ,313.79,movies,upi,phonepe,,english
mutual fund SIP account mein 39574.69 daale from RBL,39574.69,investment,unknown,,rbl,hinglish
aaj sister se paise liye 4431 in cash,4431,friends,cash,,,voice
lab test ke liye 19873 advance diya bhim pe,19873,healthcare,upi,bhim,,hinglish
diagnostic center ka bill 1340.69 cash kiya,None,investment,cash,,,hinglish
"1824.69 debit hua Zomato Gold ke liye, payment method PhonePe",1824.69,entertainment,upi,phonepe,,hinglish
doctor ko checkup ke 24313.05 cash diye,24313.05,healthcare,cash,,,hinglish
Jio recharge for 2512 using Slice from IndusInd,2512,utilites,Upi,slice,indusind,english
Auto-payment for car loan EMI 17439 by credit card,"17,439.00",EMI,upi,nan,,ocr_receipt
gold mein 44253 add kiya slice se,44253,investment,upi,slice,slice,hinglish
PPF pe 39960.37 lagaya yaar,39960.37,Investment,unknown,,,hinglish
PhonePe se KFC ko 1597 ka bill,1597,food,upi,phonepe,,ocr_upi
Haldirams pe 1388 ka bill Jupiter kiya,1388,food,upi,jupiter,jupiter,hinglish
"2712.36 debit hua Spotify ke liye, payment method cred",2712.36,Entertainment,upi,cred,,hinglish
aaj crypto ka SIP 7853 pay kiya niyo se,7853,invstment,upi,niyo,niyo,voice
recurring deposit monthly contribution of 46961 by BHIM.,46961,investment,upi,nan,,english
Zepto order 73.76 via cash,73.76,food,cash,,,ocr_receipt
  22021.24 for medicines at Apollo Pharmacy cash payment.  ,22021.24,medical,cash,,,english
JioCinema recharge 267 Federal Bank cash,267,entertainment,cash,,federal bank,ocr_upi
   Flipkart shopping ke liye 10432 ka payment debit card se  ,10432,shopping,card,,,hinglish
"Yaar, restaurant ka bill 2111.46 aaya, bhim se clear kiya",2111.46,grocery,upi,bhim,,hinglish
broadband ka bill pay kiya 837.79 cash se,837.79,utilities,cash,,,hinglish
FirstCry bill paid: 19729.75 via cash,19729.75,shopping,upi,fi,fi,ocr_upi
Fees for stationery 10950.79 paid by PhonePe,10950.79,study,upi,phonepe,,english
  1932 to wifi bill via cash   ,1932,utilities,upi,fi,Fi,english
bhai ke saath Burger King mein khana khaya 1657 ka bill cash se,1657,food,cash,,,voice
  index fund ka payment 42307.67 de diya cash se  ,42307.67,investment,cash,,,hinglish
coaching course ke liye 25341.28 BHIM kiya,25341.28,education,upi,bhim,,voice
Rahul ko 5509 udhaar diya CRED se,5509,friends,upi,cred,,hinglish
--,2271,food,upi,bhim,,hinglish
installment for 25459 done by credit card,25459,emi,upi,null,,voice
NA,8792,shopping,unknown,,,english
broadband ka bill 4144 cred se diya,4144,utility,upi,cred,,hinglish
stocks ke liye 14774.81 ka SIP Paytm se diya,14774.81,invstment,upi,,,hinglish
main metro ko 11420.90 de diya cash me,11420.90,travel,cash,,,voice
cash se 2414 SonyLIV ko,2414,food,cash,,,ocr_upi
Lenskart order 16218 paid by Mastercard,16218,shopping,card,,,english
Food expense at Zepto 250 by Slice,250,foods,upi,slice,slice,english
Ananya recharge of 8992.77 via CRED.,8992.77,healthcare,upi,,,ocr_upi
Paid 5717 to friend using Fi.,5717,friends,upi,,fi,ocr_upi
"  Bewakoof pe 25909 spend kare, Jupiter ke saath  ",25909,retail,upi,jupiter,jupiter,hinglish
Phone Pe to eye clinic for 9905.,9905,healthcare,upi,phonepe,,english
Booked tickets on Zomato Gold for 2252 using cash,2252,movies,cash,,,english
installment ke liye 1548 ka payment kardia gpay pe,1548,emi,upi,gpay,,hinglish
"Yaar, mess ka bill 902 aaya, slice se clear kiya",902,food,upi,slice,slice,hinglish
bhai movie ticket ke liye 161 Fi Money se book kiya PVR pe,161,entertainment,upi,fi,Fi,hinglish
Payment of 5657 for Neha from Bank of Baroda account via bhim.,5657,p2p,upi,,bob,ocr_upi
Apollo Pharmacy se medicine li 9295 ka cash kiya,9295,medical,cash,,,hinglish
28666 stocks mein daale via Slice,28666,invstment,upi,slice,Slice,hinglish
Payment of 34615 to stationery successful on cash.,34615,tution,cash,,,ocr_upi
Flipkart - 28874 debited by niyo,28874,shopping,upi,niyo,niyo,ocr_upi
sovereign gold bond SIP auto-debit 11609 ho gaya,11609,savings,card,,,hinglish
Paid 6177 for a Bewakoof delivery,6177,shopping,unknown,,,english
JioCinema pe 1241.09 lagaye for prime membership using Visa,"1,241.09",entertainment,card,,,hinglish
water bill recharge of 4301 done via cash,4301,nan,cash,,,voice
  Yatra travel expense 825 deducted from Union Bank   ,825,travel,unknown,,union bank,hinglish
"Sneha ne 3637.00 maanga tha, wapas kiya Jupiter pe",3637.00,friends,upi,jupiter,jupiter,hinglish
credit card EMI ka installment 13957 clear kardia bhim pe,13957,emi,upi,None,,hinglish
"Priya paid me back 841 for the concert, got it in Union Bank via CRED",841,friends,upi,cred,union bank,english
12776 car loan EMI ke liye Federal Bank se pay kiya,12776,EMI,unknown,,federal bank,hinglish
18392 for lab/medicine at doctor via cash,18392,medical,cash,,,ocr_upi
Airtel recharge ke paise 2251.39 kat gaye from Niyo,2251.39,bills,upi,niyo,Niyo,hinglish
eye clinic pe 11815 ka payment Bandhan card se,11815,healthcar,card,,bandhan,hinglish
credit card EMI for 24603 using HDFC Bank Mastercard,24603,loans,upi,cred,hdfc,ocr_receipt
checkup bill of 8242 on Fi Money.,8242,healthcare,upi,fi,fi,english
Jio recharge ke liye 2525 ka payment on Fi Money,2525,recharge,upi,fi,fi,ocr_upi
   Reliance Digital ka bill 17118.14 paid by cash   ,17118.14,shopping,cash,,,voice
  Petrol 1865.59 at Rapido.  ,1865.59,travel,unknown,,,english
MedPlus pe 21059.66 ka payment Axis card se,21059.66,hospital,card,,axis,hinglish
Tata CLiQ transaction: 3721 via Fi from,3721,shopping,upi,fi,Fi Money,ocr_upi
doctor se medicine li 3811 ka Fi Money kiya,3811,healthcare,upi,--,fi,hinglish
Paid 6681 for online course on Allen coaching via Slice.,6681,eduation,upi,None,Slice,ocr_upi
Karan for cab 4297 split bhim,4297,friends,upi,bhim,,ocr_receipt
card se bike loan EMI ka 27354 bheja,27354,loan,card,,,english
Behrouz order for 855 using jupiter,855,meal,upi,None,jupiter,english
Coursera coaching ka advance 30903.07 dedo,30903.07,education,unknown,,,hinglish
  main 1936 electricity bill ka bill bhara ,1936,utilities,unknown,,,voice
null,26136,invstment,upi,fi,fi,voice
Amazon order 8207 paid by cash,8207,shopping,cash,,,ocr_receipt
3733 spent on mall via Visa,-3733,Shopping,card,,,ocr_upi
"4342 ka petrol Ola pe bharaya, card se payment",4342,commute,card,,,hinglish
Croma 12662.65 credit card se cut gaya Canara,12662.65,shoping,upi,cred,Canara,voice
Medical bill of 14251 at hospital via Google Pay,14251,healthcare,upi,gpay,,ocr_upi
i paid 16618.84 to eye clinic using Visa,16618.84,healthcare,card,,,voice
books ke liye 44795 cash se,44795,education,cash,,,english
recurring deposit pe 16794.95 lagaya yaar,16794.95,investment,unknown,,,hinglish
Nykaa bill paid: 17488 via BHIM,17488,purchase,upi,bhim,,ocr_upi
"Bhook lag rahi thi, Haldirams se 1432 ka order debit card se kiya",1432,food,card,,,hinglish
25378 added to crypto from Slice,25378,savings,upi,slice,slice,ocr_receipt
Movie at PVR 1741 with cash,1741,entertainment,cash,,,english
Bill payment for water bill of 3964.13 via gpay,3964.13,utilities,upi,gpay,,ocr_upi
KFC pe 526 ka online order gpay se kiya,1234567,food,upi,gpay,,voice
Spent 46895 on coaching from Slice account via PayTM.,46895,education,upi,--,slice,ocr_upi
installment ka EMI 13755 auto debit hogaya,13755,emi,card,,,hinglish
rent ke liye 3612.63 ka payment on Fi Money,3612.63,utilities,upi,fi,fi,ocr_upi
Lab test 877 via PayTM,877,medical,upi,paytm,,ocr_receipt
"Paid home loan EMI, amount 33457 via Mastercard",33457,emi,card,,,ocr_upi
mutual fund SIP ko 2298.31 transfer kiya Paytm ke through,2298.31,mutual fund,upi,--,,hinglish
diagnostic center ke paise 11335.80 Niyo se deduct hue,11335.80,Health,upi,niyo,Niyo,hinglish
"708 to diagnostic center for medicine, paid with credit card.",708,healthcare,upi,cred,,english
sovereign gold bond ko 25608.58 transfer kiya cash ke through,25608.58,investment,cash,,,hinglish
Burger King 2272 ka bill clear via CRED,2272,healthcare,Upi,cred,,english
"Zara order paid, 8336.58 deducted via Phone Pe",-8336.58,shopping,upi,null,,hinglish
  Haldirams total 1723.66 cash   ,1723.66,food,cash,,,ocr_receipt
doctor 2291 PhonePe,2291,healthcare,UPI,,,ocr_receipt
Payment of 3450 for Arjun from Kotak Mahindra account via cash.,3450,friends,cash,,kotak,ocr_upi
"Dinner bill split with sister, my share 8597 on gpay",8597,peer,upi,gpay,,english
20017 paid to Flipkart from Yes Bank account via Slice,20017,shopping,upi,slice,yes bank,ocr_upi
38515 ki gold ki purchase Paytm se,38515,investment,upi,--,,hinglish
Fi Money used for books 14070,14070,education,upi,fi,fi,english
Payment of 13906.59 to IRCTC successful on jupiter,13906.59,nan,Upi,jupiter,Jupiter,ocr_upi
Bought stuff from Croma for 23416.50 using niyo,23416.50,shopping,upi,niyo,Niyo,english
fees 18175 paid by cash,18175,Education,cash,,,ocr_receipt
sovereign gold bond account mein 46067.46 daale from State Bank,46067.46,investment,unknown,,sbi,hinglish
"Bhook lag rahi thi, Burger King se 403 ka order card se kiya",403,food,card,,,hinglish
Sent 25274 for personal loan EMI to HDFC via debit card,0,installment,card,,hdfc,english
FirstCry online order 1378 paid by phonepe,1378,shopping,upi,phonepe,Fi Money,ocr_receipt
electricity bill ke liye 621 ka payment kia cash se,621,utilities,cash,,,voice
22885 ka installment bhej diya cred se,22885,None,upi,cred,,hinglish
H&M order for 16178.88 using Fi Money,16178.88,shopping,upi,fi,fi,ocr_upi
physio ko 20518 diya niyo se,20518,None,upi,niyo,niyo,hinglish
wifi bill recharge ho gaya 1087 ka from Phone Pe,1087,utilities,upi,phonepe,fi,hinglish
Set up car loan EMI auto-debit for 35978.58 from YES BANK,35978.58,emi,card,,yes bank,ocr_receipt
transferred 20752.19 to NPS from Yes Bank,20752.19,investment,unknown,,YES BANK,voice
UPI payment to exam fee for 27575 using cash.,27575,tution,cash,,,ocr_upi
3113.79 gone for education loan EMI,3113.79,loan,unknown,,,english
MedPlus par 1655.81 ka bill credit card se,1655.81,medical,upi,cred,,ocr_upi
Angel One mein 44987 add kiya Jupiter se,44987,investment,upi,jupiter,jupiter,hinglish
"Ufff, FirstCry ne kat liya 7337.72, CRED se payment",7337.72,shoping,upi,cred,Fi Money,hinglish
Booked tickets on Netflix for 2877.77 using slice,2877.77,education,UPI,slice,slice,english
Paid 4370 for Angel One from IndusInd via cash,4370,investment,CASH,,indusind,ocr_receipt
coaching subscription renew kiya 58045 ka,58045,eduation,UNKNOWN,,,hinglish
gas bill recharge of 1707 done via Fi,1707,Utilities,upi,fi,fi,voice
"  Dinner bill split with Sneha, my share 8966.80 on PhonePe   ",8966.80,friends,upi,phonepe,,english
main car loan EMI ka installment 5847 paytm se de diya,5847,emi,upi,paytm,,voice
index fund account mein 21775.08 daale from ICICI,21775.08,investment,unknown,,ICICI Bank,hinglish
Set up 37928 personal loan EMI with PayTM,37928,emi,upi,paytm,,ocr_upi
aaj Arjun se paise liye 984 in cash,984,friends,cash,,,voice
"flatmate me 9537.94 udhaar diya, card se",9537.94,transfer,card,,,english
8283 for lab/medicine at diagnostic center via debit card,8283,healthcare,card,,,ocr_upi
bhai EMI ka installment 17965.58 pay kiya Kotak se,17965.58,emi,unknown,,kotak,voice
Paid 3777 for MakeMyTrip from Punjab National Bank account using cash,3777,travel,cash,,PNB,ocr_upi
Shopped at Reliance Digital for 3379,3379,shopping,Unknown,,,english
INOX monthly 105 wala plan activate cash se,105,entertainment,cash,,,voice
recurring deposit account mein 26712 daale from IDFC First,26712,investment,upi,NA,idfc,hinglish
6133 paid via credit card for friend.,6133,peer,upi,cred,,ocr_upi
Apollo Pharmacy pe 14279 ka payment SBI card se,14279,healthcare,card,,sbi,hinglish
Educational material 48963 from tuition via gpay,48963,education,upi,,,ocr_receipt
paid 19757 for monthly gold from YES BANK account,19757,investment,unknown,,yes bank,voice
electricity bill 112 paid through phonepe from Fi,112,bills,upi,phonepe,Fi,voice
Bus ticket on metro for 11012.,11012,travel,unknown,,,english
38774 ki personal loan EMI bhari ke through,38774,loan,unknown,,,hinglish
8692 Lenskart ko diya cash se,"8,692.00",shopping,cash,,,voice
Zomato Gold movie tickets 1228 cash,1228,Entertainment,cash,,,ocr_upi
aaj DTH recharge ka bill gaya 4885 cred se,4885,recharge,upi,cred,,voice
mera installment ka payment 21910 ho gaya credit card pe,21910,emi,upi,--,,voice
rent ki bill 4303.34 pay ki Visa se,4303.34,bills,card,,,english
35741 for this month's bike loan EMI on credit card,35741,emi,upi,nan,,ocr_receipt
aaj Box8 pe order kiya 2269 phonepe se,2269,food,upi,phonepe,,voice
"Bhai, kal Haldirams pe 2474.17 kharcha hua cash pe",2474.17,food,cash,,,hinglish
bhai ne bataya crypto mein 5076 lagaye hai PhonePe se,5076,investment,upi,phonepe,,voice
Paid 543 for broadband through slice,543,utilities,upi,slice,Slice,english
"Bhai, credit card EMI ka 31092.49 de diya cash se",31092.49,EMI,upi,nan,,hinglish
34920.78 for bike loan EMI paid from RBL,34920.78,emi,UNKNOWN,,rbl,hinglish
Chai-samosa ke liye Subway mein 455 spend kiye cash pe,455,grocery,cash,,,hinglish
books ke liye 40462.50 cash se,40462.50,education,cash,,,english
PPF SIP deduction of 31514 by cash.,9999999,investment,cash,,,english
35535.52 for credit card EMI via card,35535.52,emi,upi,cred,,ocr_receipt
Fuel at IRCTC for 9103 using paytm,9103,travel,upi,null,,ocr_upi
UPI payment to Hotstar for 263 via Fi,263,entrtainment,upi,fi,Fi Money,ocr_upi
Jio recharge recharge of 2914 done via gpay,2914,utilities,upi,gpay,,voice
Tata CLiQ checkout 27858.41 phonepe,27858.41,shopping,upi,phonepe,,ocr_receipt
"  mobile recharge ka recharge kiya hai 1768 ka, PayTM pe ",1768,utilities,upi,paytm,,hinglish
Apple Music 2869.36 payment done via cash,2869.36,entertainment,cash,,,ocr_receipt
"restaurant ka online order, 863.17 debit hua bhim se",863.17,meal,upi,bhim,,hinglish
auto se 11209 ka bill clear kiya cash ke through,11209,,cash,,,hinglish
"Yaar, car loan EMI ka paisa 15179 kat gaya Punjab National Bank se",15179,,unknown,,pnb,hinglish
broadband ka bill pay kiya 2278 cash se,2278,utilities,cash,,,hinglish
Paid 24890 for my mutual fund SIP investment.,24890,investment,unknown,,,english
"Reliance Digital shopping, 25519 by cash",25519,shopping,cash,,,english
aaj Neha se paise liye 5857 in cash,5857,friends,cash,,,voice
   Added 45726.95 to recurring deposit from my savings.   ,45726.95,investment,unknown,,,english
  merchant ko 2082 pay kiya card se dinner ka   ,2082,food,Card,,,voice
"home loan EMI kharcha, 16862 via Mastercard",16862,emi,card,,,ocr_upi
null,1464.67,entrtainment,card,,,ocr_upi
Paid 6560 to brother from State Bank.,6560,friends,unknown,,sbi,ocr_upi
restaurant 388 ka bill clear via Slice,388,Food,upi,slice,slice,english
main Allen coaching ke liye 32475 pay kiya SBI card se,32475,education,card,,sbi,voice
   education loan EMI for 14300 done by Visa   ,14300,emi,card,,,voice
water bill 186 deducted by for bill,186,utilities,unknown,,,voice
