text,amount,category,payment_method,payment_provider,bank_account,text_source
Deducted 22079.34 for credit card EMI from RBL account,22079.34,emi,upi,NA,rbl,english
"Neha se liya 8403 for cab share, Google Pay se",8403,friends,upi,gpay,,hinglish
3215 for water bill using PayTM card,3215,Utilities,upi,gpay,,english
Haldirams par 2051 ka bill HDFC Bank card se,2051,food,card,,hdfc,ocr_receipt
broadband ki bill 2498.07 pay ki cash se,2498.07,utility,cash,,,english
DTH recharge bill 1892 done via CRED,1892,utilities,Upi,cred,,english
main ne Arjun ko 7633 bheja on bhim from,nan,friends,upi,bhim,,voice
Book purchase for Udemy 57455 cash,57455,education,cash,,,ocr_receipt
Tata CLiQ transaction: 6620.82 via cred from Kotak Mahindra,6620.82,shopping,upi,cred,kotak,ocr_upi
"Quick bite from Haldirams, cost 1990, used paytm",1990,food,upi,paytm,,hinglish
6318.84 Myntra ko diya cash se,6318.84,shopping,cash,,,voice
flatmate ko de diya 2341 rent ka hissa Fi se,2341,freind,upi,fi,Fi Money,voice
--,341,utilities,upi,fi,Fi,ocr_receipt
bhai INOX ka bill 549 de diya CRED pe,549,entertainment,upi,cred,,voice
auto se 5184.99 ka bill clear kiya Fi Money ke through,5184.99,commute,Upi,fi,fi,hinglish
Dominos bill 797.47 paid with CRED,797.47,food,upi,cred,,ocr_receipt
mall se shopping 10628 ka bhim se diya,10628,shopping,upi,bhim,,voice
Cash 1976 for Apple Music,1976,entertainment,cash,,,english
Monthly personal loan EMI payment of 21379.72 through CRED,21379.72,emi,upi,cred,,ocr_upi
Jio recharge ke liye 2674 paytm kara,2674,Utilities,upi,paytm,,voice
"Bhai, kal dhaba pe 990.30 kharcha hua cash pe",990.30,food,cash,,,hinglish
"brother se liya 5716 for cab share, Fi Money se",5716,friends,upi,fi,fi,hinglish
1589.75 Goibibo ko de diye cash mein,1589.75,travel,cash,,,hinglish
friend ke liye 4206 ka bill paytm se clear kiya.,4206,friends,UPI,paytm,,ocr_upi
Education fee 32784 paid to books using cash from Yes Bank.,32784,education,cash,,yes bank,ocr_upi
niyo to diagnostic center for 1440.,999999.99,healthcare,upi,niyo,niyo,english
611.74 spent at Subway with credit card,611.74,food,upi,nan,,ocr_upi
cred use karke bike loan EMI ka 17409 dedo,17409,loans,upi,cred,,hinglish
IRCTC se 2916 ka bill clear kiya credit card ke through,2916,cab,upi,cred,,hinglish
phonepe se Jio recharge ka 791 bhar diya,791,utilities,upi,phonepe,,voice
"Just cleared my electricity bill, 2875 paid on Fi",2875,utilities,upi,NA,Fi,english
Visa se car loan EMI ka 32868.52 ka payment,32868.52,emi,card,,,ocr_receipt
car loan EMI ke liye 33555 ka payment kardia Visa pe,33555,loans,card,,,hinglish
Dentist visit 9869.34 done through CRED.,9869.34,hospital,upi,cred,,english
Ananya bhai ko 2139 bej diya Paytm pe,2139,freind,upi,paytm,,hinglish
electricity bill recharge ho gaya 1764 ka from Paytm,1764,utilities,upi,paytm,,hinglish
22484 hospital ko transfer kiya cash se,22484,healthcare,Cash,,,hinglish
  aaj Netmeds mein 14241 ka payment kiya Niyo se  ,14241,Health,upi,niyo,niyo,voice
checkup ko 10984 diya cash se,10984,pharmacy,cash,,,hinglish
  INOX membership renewal 2528.48 via cash   ,2528.48,leisure,cash,,,english
Spotify ka monthly charge 2936.56 dedo HDFC Bank card se,2936.56,entrtainment,card,,HDFC,hinglish
34011.82 udemy course liya cash se,34011.82,eduation,cash,,,voice
  gas bill for 3502 using CRED from Jupiter  ,3502,utilities,upi,cred,jupiter,english
"  5318.58 Air India ko diya for booking, paid via cash ",5318.58,commute,cash,,,hinglish
gold ke liye 29107.17 invest kiya bhai,29107.17,invest,unknown,,,hinglish
electronics store ke liye 5816.80 ka payment Google Pay se kiya,5816.80,shopping,UPI,gpay,,english
"mess pe food delivery, 1254 ka payment done via Fi Money",1254,dining,upi,fi,fi,hinglish
"Sneha me 3303.21 udhaar diya, cash se",3303.21,friends,cash,,,english
Tata CLiQ recharge 14006.04 cash,14006.04,retail,cash,,,ocr_receipt
Recharged SonyLIV for 2944.61 on cash,2944.61,entertainment,CASH,,,english
"   Reliance Digital pe 29225 spend kare, Fi ke saath  ",0,shopping,Upi,fi,fi,hinglish
RedBus ki app se 3286 ka ticket liya PayTM se,3286,travel,upi,paytm,,hinglish
11235 invested in Groww using Fi Money,11235,investment,upi,fi,Fi,ocr_receipt
Set up 36013 credit card EMI with Google Pay,36013,emi,upi,null,,ocr_upi
  Sent 31454 for credit card EMI to Fi Money via slice ,31454,loans,upi,--,slice,english
gas bill recharge of 4978 with cash,4978,,cash,,,english
"6045.58 SpiceJet ko diya for booking, paid via Phone Pe",6045.58,travel,upi,phonepe,,hinglish
i paid credit card EMI 26103 with gpay from RBL,26103,loans,upi,NA,rbl,voice
Sneha ko 5858.03 udhaar diya Paytm se,5858.03,friends,upi,,,hinglish
4229 eye clinic pe kharch hua cash se,4229,medical,cash,,,hinglish
gold SIP auto-debit 21930 ho gaya,21930,investment,card,,,hinglish
main ne roommate ko 7160 bheja on Slice from Federal Bank,7160,emi,upi,nan,federal bank,voice
Transferred 28331.98 to my NPS from Niyo.,28331.98,investment,upi,niyo,niyo,english
"Priya paid me back 1701 for the concert, got it in Indusind Bank via cash",1701,friends,cash,,indusind,english
aaj DTH recharge ka bill gaya 1525 cred se,1525,bills,upi,cred,,voice
Payment to mall for 12783.23 via bhim from Niyo,12783.23,shopping,upi,bhim,niyo,english
Zepto ko 173.19 diya niyo se,173.19,meal,upi,,niyo,hinglish
Payment to Biryani Blues for 1715 using bhim,1715,foods,upi,bhim,,ocr_upi
Invested 43116 in Angel One using jupiter.,43116,investment,upi,jupiter,jupiter,english
Sent 1252 for Jio recharge by niyo from Niyo,1252,utilities,upi,niyo,niyo,english
merchant se khana mangaya 1246 ka Kotak card se payment,1246,food,card,,kotak,voice
Visa se education loan EMI ke 11382.47 pay kiye,11382.47,emi,card,,,hinglish
"friend se liya 7932 for cab share, cash se",7932,food,cash,,,hinglish
i paid 2219.78 for Uber using cash,2219.78,travel,cash,,,voice
Book purchase for fees 20701.51 cash,20701.51,Education,cash,,,ocr_receipt
Haldirams pe 1388 ka bill Jupiter kiya,1388,restuarant,upi,jupiter,jupiter,hinglish
Order from food court of 291.10 using cash,291.10,food,cash,,,ocr_upi
"11527.90 for electronics store order, payment Jupiter se hui",11527.90,shopping,upi,jupiter,jupiter,hinglish
Fees ka 17281 pay kardiya,17281,education,unknown,,,hinglish
credit card to Apollo Pharmacy for 8647.29.,8647.29,nan,upi,cred,,english
flatmate ko de diya 8817.66 rent ka hissa Fi Money se,8817.66,freind,upi,--,fi,voice
Spent 2301 on food from Starbucks with Fi Money,2301,food,upi,NA,Fi Money,english
"Neha paid the bill, so sent my half of 5871 via Jupiter",5871,transfer,upi,NA,Jupiter,english
course ki book 55493 ki li cred se,55493,Education,upi,cred,,voice
i paid 14413.91 for metro using niyo,14413.91,travel,upi,niyo,niyo,voice
brother bhai ko 1334 bej diya cash pe,1334,friends,cash,,,hinglish
wifi bill ke paise 1336 kat gaye from Yes Bank,1336,utilities,upi,fi,yes bank,hinglish
hospital ka payment 4237.88 Fi Money se diya,4237.88,healthcare,upi,fi,fi,hinglish
Jupiter se Netflix ko 2588.03 ka payment,2588.03,entertainment,upi,jupiter,Jupiter,ocr_upi
Airtel recharge bill settled via Jupiter 4838,4838,utilities,upi,jupiter,Jupiter,ocr_receipt
main McDonald's ko 1330.40 diye cash se,1330.40,Food,cash,,,voice
Airtel recharge ki bill 694 pay ki cash se,694,Utilities,cash,,,english
SonyLIV movie 2328 mein book kardi HDFC account se,2328,OTT,UNKNOWN,,hdfc,hinglish
returned Rahul my share 787 on phonepe,787,friends,upi,nan,,voice
Paid 18440.24 for recurring deposit from Kotak via niyo,18440.24,Investment,upi,niyo,Kotak Mahindra,ocr_receipt
Education fee 35864 paid to Coursera using Fi from Jupiter.,35864,null,upi,NA,jupiter,ocr_upi
Fees ka 8331 pay kardiya,8331,education,unknown,,,hinglish
IndiGo ke liye 3899 ka payment cred se,3899,travell,upi,cred,,ocr_upi
Educational material 15100 from school fees via cash,15100,education,cash,,,ocr_receipt
"Kharcha hua Amazon pe 27431, jupiter use kiya",27431,shopping,upi,jupiter,jupiter,hinglish
Lunch at food court 1888 PayTM,1888,food,upi,paytm,,ocr_receipt
16826 fees coaching fee paytm se,,education,upi,paytm,,voice
"44277 udhar diya Coursera ke liye, baad me le lena",44277,tution,Unknown,,,hinglish
"   Amazon pe 23159 spend kare, gpay ke saath   ",23159,shopping,upi,gpay,,hinglish
"hospital mein 1614 ka kharcha, cash",1614,Health,CASH,,,ocr_receipt
EMI ka 23824 Visa se diya,23824,loans,card,,,hinglish
cash se BookMyShow ko 2864.52 transfer for entertainment,2864.52,entertainment,cash,,,hinglish
Returned 4512 to Sneha via cash,4512,friends,cash,,,ocr_receipt
Monthly wifi bill 3097 paid by Fi,3097,utilities,upi,null,Fi Money,english
sovereign gold bond ki installment 28978 BOB card se pay ki,28978,investment,Card,,Bank of Baroda,hinglish
Quick bite Box8 510 cash,510,food,cash,,,ocr_receipt
physio checkup fee 11121 RBL,11121,Health,unknown,,RBL Bank,ocr_receipt
  petrol pump 10532.73 paid by Phone Pe from Yes Bank   ,10532.73,cab,upi,phonepe,Yes Bank,ocr_receipt
Monthly sovereign gold bond auto-debit of 7432.95 via CRED.,7432.95,savings,upi,cred,,english
Neha ke birthday gift mein chip in 857 via cash,857,Friends,cash,,,voice
Sneha ke liye lunch 886.43 niyo se,886.43,freind,upi,niyo,niyo,ocr_receipt
MedPlus consultation fee 21734 cash pe.,21734,healthcare,cash,,,english
   478.23 PVR subscription auto-debit ho gaya via Phone Pe  ,478.23,entertainment,upi,phonepe,,hinglish
"Lenskart ka order 11165.39 mein, paid by slice",11165.39,shoping,upi,slice,Slice,hinglish
i did Air India booking for 6435.91 with CRED,nan,commute,upi,cred,,voice
Apollo Pharmacy ke liye 11315 spent from Niyo card,11315,Health,upi,niyo,Niyo,voice
rent ki bill 1183.75 pay ki phonepe se,1183.75,investment,upi,phonepe,,english
Fees for Udemy 49973 paid by bhim,49973,education,upi,NA,,english
PPF ko 2018 transfer kiya Fi Money ke through,2018,investment,upi,fi,fi,hinglish
index fund ke liye 42882.45 ka payment Visa se kiya.,42882.45,investment,card,,,english
"Rahul owes me 8932 for lunch, paid via Visa",8932,friends,CARD,,,english
  Niyo se upGrad ko 1017.52 ,1017.52,education,upi,niyo,niyo,english
HP petrol se 61 ka recharge Slice card se kiya,61,travel,upi,slice,slice,hinglish
Booked tickets on Zomato Gold for 1239.67 using Slice,1239.67,entertainment,upi,slice,slice,english
591 paid to Swiggy by Mastercard,None,food,card,,,ocr_receipt
i sent Sneha 8369 using jupiter,8369,friends,upi,jupiter,Jupiter,voice
FirstCry pe 25668.14 ka payment CRED se,25668.14,shopping,upi,cred,fi,ocr_upi
paid 29023.46 for Angel One via jupiter,,investment,upi,jupiter,jupiter,voice
Spent 1139 on food from cafe with cash,1139,grocery,cash,,,english
4325 paid to sister on Phone Pe.,4325,friends,upi,phonepe,,ocr_upi
Neha to cash 9004 for dinner split,9004,transfer,cash,,,voice
mobile recharge payment of 1558 done on jupiter,1558,recharge,upi,jupiter,jupiter,ocr_upi
Ola ke liye 12577.42 cred se diya,12577.42,cab,upi,cred,,hinglish
Quick bite mess 1899 cash,1899,food,cash,,,ocr_receipt
education loan EMI EMI 9576 deducted via Mastercard,9576,EMI,card,,,voice
None,32459,emi,card,,,english
Angel One mein 44987 add kiya Jupiter se,44987,investment,upi,jupiter,jupiter,hinglish
Tuition ke 22892 de diye yaar,22892,education,unknown,,,hinglish
coaching 56641.90 UPI Slice,56641.90,education,upi,None,slice,ocr_receipt
   cafe mein cash diya 1362 chai ke liye   ,1362,food,cash,,,voice
HP petrol ke liye 7582 BHIM se diya,-None,travel,upi,bhim,,hinglish
Behrouz kharcha 2380 ka PayTM se,2380,meal,upi,,,ocr_receipt
Uber for 2563 using niyo,2563,cab,upi,null,Niyo,voice
"Dinner bill split with brother, my share 1813.65 on GPay",1813.65,friends,upi,gpay,,english
main Zomato ko 432 diye cash se,432,food,cash,,,voice
BigBasket pe 2170 ka bill credit card kiya,2170,food,upi,cred,,hinglish
"Bewakoof ka order 7209.89 mein, paid by cash",7209.89,shopping,cash,,,hinglish
"4442 ka petrol RedBus pe bharaya, slice se payment",4442,travel,Upi,slice,slice,hinglish
Deducted 7085 for Cleartrip booking.,7085,fuel,unknown,,,english
Zomato 1613 ka bill clear via jupiter,1613,restuarant,upi,jupiter,jupiter,english
rent ka bill pay kiya 112.28 Slice se,112.28,utilities,upi,slice,Slice,hinglish
bike loan EMI ka bill 36272 clear kiya Visa ke through,36272,NA,card,,,voice
rent recharge 542 done by Phone Pe,542,utility,upi,--,,ocr_receipt
   Paid 25540.82 for home loan EMI using Mastercard   ,25540.82,EMI,card,,,ocr_upi
"   7477.09 SpiceJet ko diya for booking, paid via bhim   ",7477.09,travel,upi,bhim,,hinglish
"5000.80 repaid to roommate for the book, used phonepe",5000.80,friends,UPI,phonepe,,english
Monthly home loan EMI 20169.89 paid by Visa,20169.89,emi,card,,,english
Subway total 966.70 Fi Money,966.70,meal,upi,fi,fi,ocr_receipt
Lunch at Subway for 1515 paid by PhonePe,1515,food,upi,phonepe,,english
Payment of 14532.97 to Yatra successful on cash,14532.97,education,cash,,,ocr_upi
Cleared installment for 34775,34775,emi,unknown,,,english
PharmEasy ke liye 19593.87 spent from Federal Bank card,19593.87,healthcare,card,,federal bank,voice
aaj Tata CLiQ order 2564 debit hua Visa se,2564,shopping,card,,,voice
"Zara se 19632.27 ka maal aaya, cash se pay kiya",19632.27,shopping,cash,,,hinglish
38092.67 ki car loan EMI bhari Bank of Baroda ke through,null,emi,unknown,,bob,hinglish
installment ka installment 15300.47 credit card pe de diya,15300.47,NA,upi,cred,,hinglish
maintenance recharge of 3063.15 done via Visa,3063.15,utilities,card,,,voice
school fees course ki fees 30074 transfer ki PNB se,30074,education,unknown,,PNB,hinglish
   credit card EMI ki installment 3176.27 de di card se   ,3176.27,emi,UPI,cred,,english
SonyLIV pe 729.55 lagaye for prime membership using cred,729.55,OTT,upi,cred,,hinglish
PVR ka monthly charge 2182.82 dedo IDFC card se,2182.82,Entertainment,card,,IDFC,hinglish
Spotify 315 payment done via Phone Pe,315,leisure,upi,phonepe,,ocr_receipt
23663 gone for personal loan EMI,23663,emi,unknown,,,english
"32040 ka course liya upGrad pe, card se payment hua",32040,education,card,,,hinglish
  water bill recharge 3411 done by Fi Money   ,3411,utilities,upi,fi,fi,ocr_receipt
"Haldirams pe food delivery, 2460.03 ka payment done via Jupiter",2460.03,foods,upi,jupiter,jupiter,hinglish
Neha recharge of 7128.88 via Jupiter.,7128.88,transfer,upi,jupiter,Jupiter,ocr_upi
aaj brother ne 6578 phonepe kiya wapas,6578,peer,upi,null,,voice
Arjun ko 1729 ka UPI payment card se kiya.,1729,freind,card,,,ocr_upi
  -- ,13889,travel,cash,,,hinglish
brother ko 9656 udhaar diya gpay se,9656,friends,upi,gpay,,hinglish
physio charges 20416 from Yes Bank card,20416,healthcare,card,,yes bank,ocr_receipt
   concert bill paid 104 Visa   ,104,entertainment,card,,,ocr_upi
cash payment of 1626 to Pizza Hut successful,1626,food,cash,,,ocr_upi
physio bill of 20859 on jupiter.,20859,pharmacy,upi,jupiter,Jupiter,english
home loan EMI payment of 26917 done with card,26917,emi,card,,,english
   mall 20177 paid with cred from Punjab National Bank  ,20177,shopping,upi,cred,PNB,voice
Airtel recharge bill paid 1789 using RBL Bank card,--,utilities,card,,rbl,voice
Spent 14451 on Goibibo from Federal Bank,None,travel,unknown,,federal bank,ocr_receipt
school fees ka payment 47844.50 card se kar diya,47844.50,education,card,,,voice
   car loan EMI auto-debit of 28568.66 from Kotak on Visa   ,28568.66,emi,card,,kotak,ocr_upi
9164 sent to Karan for weekend plan expenses using PayTM,9164,p2p,upi,gpay,,english
"6838 repaid to brother for the book, used phonepe",6838,transfer,upi,phonepe,,english
10786 paid for lab tests at physio using Kotak card.,10786,Health,card,,Kotak,english
"1458 wifi bill ke liye de diye yaar, GPay se",1458,utilities,upi,gpay,fi,hinglish
Booked stationery course for 1710.53 with slice,1710.53,Education,upi,slice,Slice,english
"Priya sent 2808 for the cab, received on Fi Money",2808,friends,upi,fi,Fi Money,english
"Lent 3954 to friend for shopping, cash",3954,friends,cash,,,english
Udemy ke liye 8394.46 pay kiye card se,8394.46,education,card,,,hinglish
exam fee subscription renew kiya 25917.47 ka,25917.47,education,unknown,,,hinglish
Paid 1489 for Jio recharge using Fi Money,1489,utilities,upi,fi,fi,ocr_upi
"Bhai, Zara se 2307 ka saman liya cash diya",2307,shopping,cash,,,hinglish
Quick Flipkart purchase for 15974,15974,shopping,UNKNOWN,,,english
"HP petrol ne 11766 ka ride liya, payment cash se",11766,travel,Cash,,,hinglish
Invested 39400 in PPF via PhonePe,39400,investment,upi,,,ocr_receipt
main 934 water bill ka bill bhara,NA,utilities,unknown,,,voice
Booked Ola ticket for 1275 via Paytm,1275,travel,upi,paytm,,ocr_upi
Monthly credit card EMI of 16634 paid via card,16634,emi,upi,cred,,hinglish
main ne brother ko 5860 bheja on Niyo from Indusind Bank,-5860,transfer,upi,niyo,IndusInd,voice
flatmate ko de diya 7510 rent ka hissa phonepe se,7510,transfer,upi,phonepe,,voice
exam fee coaching ka advance 32990 dedo,32990,eduation,unknown,,,hinglish
   Made rent payment of 3294 via cash   ,3294,utilities,cash,,,english
Online order from lab test for 7268 via Fi Money,7268,healthcare,upi,fi,fi,ocr_upi
Quick bite dhaba 1854 cash,1854,food,cash,,,ocr_receipt
home loan EMI EMI 25578 deducted via Visa,25578,emi,card,,,voice
exam fee ke liye 56279 pay kiye IDFC First card se,56279,education,upi,,idfc,hinglish
doctor bill settle 21767 by Visa,21767,healthcare,card,,,ocr_upi
dÂebit card se Zomato Gold ko 580 ka payment,580,entertainment,card,,,ocr_upi
phonepe through Fi Money for Nykaa 29463.61,29463.61,shopping,upi,phonepe,fi,ocr_upi
crypto ke liye 41803.32 ka payment paytm se kiya.,41803.32,mutual fund,upi,paytm,,english
Booked Coursera course for 59364.43 with Phone Pe,59364.43,education,Upi,phonepe,,english
SonyLIV concert ticket 2026 paid by jupiter,2026,movies,upi,jupiter,jupiter,voice
"Ajio order paid, 7054 deducted via Slice",7054,retail,UPI,null,slice,hinglish
13275 eye clinic ko transfer kiya cred se,,pharmacy,UPI,null,,hinglish
Paid 20180 for a Zara delivery,20180,shopping,unknown,,,english
paid 30806.37 for monthly sovereign gold bond from Slice account,30806.37,investment,upi,slice,slice,voice
index fund account mein 29347.38 daale from Axis Bank,29347.38,savings,UNKNOWN,,Axis Bank,hinglish
