text,amount,category,payment_method
Doctor consultation INR 26526,26526,healthcare,upi
Personal loan installment INR 35959,35959,emi,cash
Online course subscription INR 29654,29654,education,upi
online online shopping payment se 45940 ka saman lia upi se pay kiyaa,45940,shopping,upi
Hospital bill INR 2679,2679,healthcare,cash
medical test charges pe 14407 rupaiye karcha hui davai pe cash se,14407,healthcare,cash
Clothing store bill INR 29471,29471,shopping,card
doctor consultation pe 23984 rupaiye khrcha hui davai pe cash se,23984,healthcare,cash
29440 rs karcha kya food court payment pe cash se,29440,food,cash
Stock purchase INR 863,863,investment,upi
restaurant bill ka khana 47710 rupay me aaya card se diyee,47710,food,card
Flipkart order INR 21860,21860,shopping,card
flipkart order pe shopping kya 15439 rs. kharcha upi se,15439,shopping,upi
loan ka bike loan emi 21129 rs card se pay kiyaa,21129,emi,card
Movie ticket booking INR 31248,31248,entertainment,upi
Online shopping payment INR 1586,1586,shopping,upi
Ola cab INR 6168,6168,travel,cash
pharmacy medicine purchase me 30687 rupaiye karcha hua upi se die,30687,healthcare,upi
PPF contribution INR 39818,39818,investment,card
library fee ki fees 23664 rupay upi se bharaa,23664,education,upi
home loan emi EMI 44640 rupaiye kat gaye upi se,44640,emi,upi
college fees payment ki fees 34382 rupaiye upi se bharra,34382,education,upi
padhai ke liye exam fee pe 46161 rupye khrcha kiya card se,46161,education,card
Movie ticket booking INR 2852,2852,entertainment,cash
car loan emi ki EMI 3218 rupaye card se bhara,3218,emi,card
PPF contribution INR 47974,47974,investment,card
car loan emi EMI 39304 rupay kat gaye upi se,39304,emi,upi
Internet recharge INR 49184,49184,utilities,upi
20642 rs. stock purchase me daale upi se,20642,investment,upi
Train ticket IRCTC INR 32888,32888,travel,cash
Bus ticket INR 45055,45055,travel,card
Crypto investment INR 32700,32700,investment,card
Bike loan EMI INR 41083,41083,emi,upi
Pharmacy medicine purchase INR 43344,43344,healthcare,upi
aaj zomato dinner se khana order kiyaa 15780 rupay card se die,15780,food,card
Online course subscription INR 2192,2192,education,cash
personal loan installment ki EMI 1161 rupaye upi se bharaa,1161,emi,upi
pharmacy medicine purchase pe 32661 rs. khrcha hui davai pe card se,32661,healthcare,card
Restaurant bill INR 10308,10308,food,cash
game purchase dekha 264 rs. lga cash se diyee,264,entertainment,cash
Food court payment INR 6853,6853,food,card
Uber ride INR 42573,42573,travel,cash
43137 rs. ka order diye flipkart order pe card se,43137,shopping,card
Electricity bill payment INR 2602,2602,utilities,card
clothing store bill pe shopping kya 49483 rupye karcha cash se,49483,shopping,cash
aaj pizza delivery se khana order kiyaa 33055 rs. card se die,33055,food,card
22317 rupaye diye exam fee ke liye card se,22317,education,card
Amazon purchase INR 32457,32457,shopping,upi
library fee ki fees 28565 rs. card se bharra,28565,education,card
doctor ke yahan 26410 rupay laga card se diyee,26410,healthcare,card
game purchase dekha 34701 rs lagaa card se diy,34701,entertainment,card
43331 rupaye diyee online course subscription ke liye upi se,43331,education,upi
Flight ticket booking INR 21855,21855,travel,card
Personal loan installment INR 47268,47268,emi,cash
flipkart order pe shopping kiya 22995 rupaiye kharchaa cash se,22995,shopping,cash
crypto investment me 41878 rupay invest kia upi se,41878,investment,upi
aaj electricity bill payment ka 20582 rupye ka bill cash se bharaa,20582,utilities,cash
18328 rupaye diyee college fees payment ke liye card se,18328,education,card
online clothing store bill se 26714 ka saman liya cash se pay kiya,26714,shopping,cash
6918 rupay die exam fee ke liye cash se,6918,education,cash
ppf contribution me 17397 rupaiye invest kya card se,17397,investment,card
Doctor consultation INR 22665,22665,healthcare,card
aaj hotel booking lya 17249 rs cash se pay kia,17249,travel,cash
movie ticket booking ka subscription 27072 rs card se renew kya,27072,entertainment,card
padhai ke liye library fee pe 18561 rupye kharchaa kya upi se,18561,education,upi
netflix subscription dekha 27484 rs. lga cash se diy,27484,entertainment,cash
14784 rupay lga flight ticket booking me cash se diye,14784,travel,cash
Restaurant bill INR 24997,24997,food,card
bike loan emi EMI 14705 rupay kat gaye upi se,14705,emi,upi
Mobile recharge INR 21746,21746,utilities,card
movie ticket booking ka subscription 774 rupay cash se renew kiyaa,774,entertainment,cash
Mutual fund SIP INR 4992,4992,investment,upi
library fee ka course 31302 rupaye me liyaa upi se pay kiyaa,31302,education,upi
16152 rs ka internet recharge bill pay kiyaa upi se,16152,utilities,upi
Bike loan EMI INR 14705,14705,emi,upi
amazon purchase se 39775 rupay ka shopping kya card se,39775,shopping,card
aaj bus ticket liya 39238 rupaye card se pay kiyaa,39238,travel,card
pharmacy medicine purchase me 29515 rs. kharchaa hua upi se diy,29515,healthcare,upi
Library fee INR 23664,23664,education,upi
aaj ppf contribution me 39729 rupay lagaye cash se,39729,investment,cash
restaurant bill ka khana 25265 rupay me aaya upi se diy,25265,food,upi
pizza delivery me 46891 rupaye ka khana khaaya cash se,46891,food,cash
Online course subscription INR 45528,45528,education,cash
College fees payment INR 21924,21924,education,cash
padhai ke liye library fee pe 29683 rs karcha kiyaa upi se,29683,education,upi
swiggy order me 19434 rs ka khana khayaa upi se,19434,food,upi
Lunch at hotel INR 7034,7034,food,upi
online shopping payment pe shopping kya 28164 rupaye kharcha card se,28164,shopping,card
Flipkart order INR 34162,34162,shopping,card
Bus ticket INR 42963,42963,travel,cash
Home loan EMI INR 30349,30349,emi,cash
train ticket irctc ki ticket 49758 rs. me book kia cash se,49758,travel,cash
Medical test charges INR 17888,17888,healthcare,cash
27299 rs. diyee online course subscription ke liye cash se,27299,education,cash
Stock purchase INR 44652,44652,investment,card
Flight ticket booking INR 48115,48115,travel,card
PPF contribution INR 45976,45976,investment,card
gas bill payment recharge kiyaa 25017 rupaiye cash se,25017,utilities,cash
Home loan EMI INR 20444,20444,emi,cash
39175 rupay ka credit card emi installment upi se diy,39175,emi,upi
Zomato dinner INR 28593,28593,food,card
College fees payment INR 20625,20625,education,card
medical test charges pe 41679 rupay khrcha hui davai pe upi se,41679,healthcare,upi
Movie ticket booking INR 18567,18567,entertainment,card
"cafe coffee pe 16210 ka bill tha, upi se pay kiyaa",16210,food,upi
14878 rs. ka bike loan emi installment upi se diy,14878,emi,upi
clothing store bill se 27285 rupaye ka shopping kiyaa cash se,27285,shopping,cash
Flight ticket booking INR 14952,14952,travel,upi
online clothing store bill se 18986 ka saman lia cash se pay kiya,18986,shopping,cash
exam fee ka course 49514 rupye me lya upi se pay kya,49514,education,upi
hotel booking ka kiraya 6270 rupye die upi se,6270,travel,upi
mutual fund sip ka SIP 49507 rupaiye card se bharra,49507,investment,card
Hotel booking INR 8532,8532,travel,card
PPF contribution INR 13598,13598,investment,upi
Amazon purchase INR 15088,15088,shopping,card
pharmacy medicine purchase me 15868 rupaiye kharcha hua cash se diye,15868,healthcare,cash
Hotel booking INR 43691,43691,travel,upi
PPF contribution INR 32195,32195,investment,cash
Medical test charges INR 6837,6837,healthcare,upi
ppf contribution ka SIP 1405 rupye card se bharaa,1405,investment,card
loan ka credit card emi 37737 rs. cash se pay kya,37737,emi,cash
Internet recharge INR 45125,45125,utilities,upi
21449 rupay lagaa uber ride me upi se diye,21449,travel,upi
Personal loan installment INR 33184,33184,emi,cash
Restaurant bill INR 30424,30424,food,upi
Clothing store bill INR 5495,5495,shopping,upi
Home loan EMI INR 5257,5257,emi,upi
Hotel booking INR 10523,10523,travel,card
pizza delivery me 15700 rupaiye ka khana khayaa upi se,15700,food,upi
Electronics shopping INR 22046,22046,shopping,card
water bill recharge kiya 25603 rupay cash se,25603,utilities,cash
loan ka bike loan emi 24571 rupaiye card se pay kiyaa,24571,emi,card
exam fee ki fees 8970 rupaye card se bhra,8970,education,card
aaj stock purchase me 27435 rs. lagaye upi se,27435,investment,upi
46084 rupaiye ka personal loan installment installment upi se diy,46084,emi,upi
concert ticket dekha 48592 rs lga upi se diyee,48592,entertainment,upi
Concert ticket INR 22404,22404,entertainment,card
doctor consultation pe 33391 rupye kharcha hui davai pe card se,33391,healthcare,card
Car loan EMI INR 3218,3218,emi,card
ppf contribution me 42510 rupaiye invest kya card se,42510,investment,card
game purchase dekha 2809 rupaye laga card se diye,2809,entertainment,card
36946 rupye ka mobile recharge bill pay kia card se,36946,utilities,card
40804 rs die college fees payment ke liye card se,40804,education,card
flipkart order pe shopping kiyaa 13771 rs. kharcha card se,13771,shopping,card
Stock purchase INR 14496,14496,investment,card
padhai ke liye online course subscription pe 20705 rupaiye khrcha kiya cash se,20705,education,cash
Hotel booking INR 20442,20442,travel,card
Game purchase INR 9502,9502,entertainment,card
aaj cafe coffee se khana order kiya 6886 rs cash se diyee,6886,food,cash
20572 rs ka medical test charges bill aaya upi se pay kia,20572,healthcare,upi
Concert ticket INR 494,494,entertainment,card
doctor ke yahan 45663 rupaye lagaa card se die,45663,healthcare,card
padhai ke liye exam fee pe 8008 rupay karcha kiya upi se,8008,education,upi
crypto investment me 43862 rs invest kiyaa upi se,43862,investment,upi
Clothing store bill INR 30444,30444,shopping,upi
PPF contribution INR 17397,17397,investment,card
stock purchase ka SIP 47557 rupye card se bharra,47557,investment,card
Exam fee INR 39380,39380,education,upi
hospital bill me 34847 rupye kharchaa hua cash se diyee,34847,healthcare,cash
Doctor consultation INR 33391,33391,healthcare,card
concert ticket ka ticket 27551 rs. me lia cash se,27551,entertainment,cash
game purchase ka ticket 13458 rs me liya cash se,13458,entertainment,cash
hospital bill pe 13118 rupaiye karcha hui davai pe card se,13118,healthcare,card
loan ka car loan emi 45480 rupaye card se pay kiyaa,45480,emi,card
Pharmacy medicine purchase INR 49301,49301,healthcare,cash
lunch at hotel me 25482 rupaye ka khana khayaa card se,25482,food,card
Netflix subscription INR 5487,5487,entertainment,cash
internet recharge ka bill 25658 rupaiye card se bharaa,25658,utilities,card
45125 rs. ka internet recharge bill pay kia upi se,45125,utilities,upi
7621 rupaiye ka gas bill payment bill pay kiyaa card se,7621,utilities,card
5430 rs. laga uber ride me cash se diyee,5430,travel,cash
aaj mutual fund sip me 41835 rs. lagaye cash se,41835,investment,cash
Swiggy order INR 19903,19903,food,upi
Exam fee INR 35334,35334,education,card
flipkart order pe shopping kiyaa 34162 rs. kharch card se,34162,shopping,card
Exam fee INR 16147,16147,education,card
Zomato dinner INR 5894,5894,food,cash
49163 rs lagaa ola cab me upi se diy,49163,travel,upi
aaj cafe coffee se khana order kiyaa 12169 rupye upi se diy,12169,food,upi
PPF contribution INR 9988,9988,investment,upi
Hospital bill INR 14764,14764,healthcare,cash
netflix subscription ka ticket 38905 rupay me liya upi se,38905,entertainment,upi
Bike loan EMI INR 22161,22161,emi,card
Uber ride INR 5430,5430,travel,cash
mobile recharge recharge kya 41014 rs upi se,41014,utilities,upi
Fixed deposit investment INR 33976,33976,investment,cash
Library fee INR 30612,30612,education,card
aaj food court payment se khana order kiyaa 7764 rupaiye cash se diye,7764,food,cash
aaj pizza delivery se khana order kiya 18590 rs. cash se diye,18590,food,cash
Lunch at hotel INR 654,654,food,card
Uber ride INR 49540,49540,travel,card
loan ka credit card emi 29705 rupay card se pay kya,29705,emi,card
PPF contribution INR 19898,19898,investment,card
aaj electricity bill payment ka 44822 rupay ka bill cash se bharra,44822,utilities,cash
train ticket irctc ka kiraya 16575 rupye diye upi se,16575,travel,upi
doctor ke yahan 45967 rs. lga upi se die,45967,healthcare,upi
Car loan EMI INR 49475,49475,emi,cash
47809 rs. die library fee ke liye card se,47809,education,card
PPF contribution INR 38046,38046,investment,upi
aaj gas bill payment ka 43655 rs ka bill upi se bharra,43655,utilities,upi
crypto investment me 32700 rs invest kya card se,32700,investment,card
aaj mobile recharge ka 29319 rs. ka bill cash se bharra,29319,utilities,cash
loan ka car loan emi 40946 rupye upi se pay kya,40946,emi,upi
stock purchase ka SIP 30481 rs card se bharra,30481,investment,card
padhai ke liye exam fee pe 35334 rupaye kharchaa kiya card se,35334,education,card
Hospital bill INR 32932,32932,healthcare,card
doctor ke yahan 49301 rs. lga cash se diy,49301,healthcare,cash
22135 rupaiye diy exam fee ke liye cash se,22135,education,cash
Internet recharge INR 742,742,utilities,card
4771 rupaye ka order diy online shopping payment pe cash se,4771,shopping,cash
aaj internet recharge ka 1840 rupay ka bill card se bhra,1840,utilities,card
Swiggy order INR 42755,42755,food,upi
ola cab ki ticket 6168 rupaiye me book kiyaa cash se,6168,travel,cash
home loan emi ki EMI 30192 rupye card se bharra,30192,emi,card
uber ride ka kiraya 2106 rupye diyee cash se,2106,travel,cash
Train ticket IRCTC INR 13296,13296,travel,upi
Ola cab INR 6097,6097,travel,upi
19845 rupaiye kharcha kya swiggy order pe upi se,19845,food,upi
personal loan installment ki EMI 33184 rupye cash se bhra,33184,emi,cash
Stock purchase INR 16129,16129,investment,card
Home loan EMI INR 30192,30192,emi,card
20592 rupay diyee college fees payment ke liye cash se,20592,education,cash
Car loan EMI INR 29107,29107,emi,card
Clothing store bill INR 7029,7029,shopping,card
Home loan EMI INR 13099,13099,emi,upi
aaj electricity bill payment ka 14107 rupaye ka bill cash se bhra,14107,utilities,cash
medical test charges pe 34459 rupaiye kharch hui davai pe cash se,34459,healthcare,cash
stock purchase me 21141 rupye invest kiya cash se,21141,investment,cash
Ola cab INR 26683,26683,travel,card
24687 rupaye ka medical test charges bill aaya upi se pay kiya,24687,healthcare,upi
Hospital bill INR 31995,31995,healthcare,upi
37992 rupay crypto investment me daale upi se,37992,investment,upi
concert ticket ka subscription 3974 rupye cash se renew kiyaa,3974,entertainment,cash
Mutual fund SIP INR 49755,49755,investment,upi
Electricity bill payment INR 14107,14107,utilities,cash
Concert ticket INR 27551,27551,entertainment,cash
19941 rupaiye ka doctor consultation bill aaya upi se pay kiya,19941,healthcare,upi
774 rupaye khrcha kiyaa movie ticket booking pe cash se,774,entertainment,cash
5669 rs. lagaa uber ride me card se die,5669,travel,card
42483 rupay ka water bill bill pay kya cash se,42483,utilities,cash
medical test charges me 45570 rupye karcha hua card se die,45570,healthcare,card
Fixed deposit investment INR 26392,26392,investment,upi
Bus ticket INR 16317,16317,travel,card
Clothing store bill INR 36505,36505,shopping,upi
4436 rupay diyee exam fee ke liye cash se,4436,education,cash
Food court payment INR 3878,3878,food,card
aaj stock purchase me 44652 rupye lagaye card se,44652,investment,card
Library fee INR 27684,27684,education,card
ola cab ka kiraya 12308 rs. diye cash se,12308,travel,cash
padhai ke liye library fee pe 11055 rs. karcha kiyaa upi se,11055,education,upi
concert ticket ka ticket 1632 rs. me liya card se,1632,entertainment,card
college fees payment ki fees 29249 rupaye card se bhra,29249,education,card
clothing store bill pe shopping kiya 12880 rs karcha card se,12880,shopping,card
aaj internet recharge ka 45866 rs ka bill upi se bharra,45866,utilities,upi
College fees payment INR 23150,23150,education,upi
flight ticket booking ka kiraya 14952 rupay diye upi se,14952,travel,upi
medical test charges pe 4436 rs. kharch hui davai pe card se,4436,healthcare,card
Hotel booking INR 40570,40570,travel,cash
exam fee ki fees 10986 rupay upi se bharra,10986,education,upi
stock purchase ka SIP 34012 rupaiye cash se bhra,34012,investment,cash
food court payment ka khana 42951 rupaiye me aaya upi se diyee,42951,food,upi
pizza delivery me 13580 rs ka khana khya cash se,13580,food,cash
Mobile recharge INR 36285,36285,utilities,cash
doctor ke yahan 24208 rupaye lgaa card se die,24208,healthcare,card
Clothing store bill INR 18986,18986,shopping,cash
Bike loan EMI INR 14878,14878,emi,upi
Doctor consultation INR 14903,14903,healthcare,upi
14692 rupaiye ka order diyee flipkart order pe cash se,14692,shopping,cash
loan ka personal loan installment 46084 rupay upi se pay kiya,46084,emi,upi
aaj internet recharge ka 11450 rs. ka bill cash se bharra,11450,utilities,cash
Bike loan EMI INR 28134,28134,emi,cash
Library fee INR 44452,44452,education,card
aaj bus ticket lya 18752 rupaiye cash se pay kiya,18752,travel,cash
PPF contribution INR 18507,18507,investment,upi
zomato dinner ka khana 22420 rupay me aaya cash se die,22420,food,cash
home loan emi EMI 20444 rupye kat gaye cash se,20444,emi,cash
Pharmacy medicine purchase INR 29515,29515,healthcare,upi
personal loan installment ki EMI 12499 rupaiye upi se bharaa,12499,emi,upi
College fees payment INR 31269,31269,education,card
Doctor consultation INR 26410,26410,healthcare,card
ppf contribution ka SIP 10474 rs upi se bhra,10474,investment,upi
online flipkart order se 44176 ka saman lya card se pay kya,44176,shopping,card
Movie ticket booking INR 7731,7731,entertainment,card
Library fee INR 29029,29029,education,cash
hotel booking ka kiraya 8043 rs. diyee card se,8043,travel,card
pharmacy medicine purchase pe 32797 rs karcha hui davai pe cash se,32797,healthcare,cash
hotel booking ki ticket 45855 rupye me book kia cash se,45855,travel,cash
Library fee INR 43194,43194,education,upi
bus ticket ka kiraya 20140 rs diy card se,20140,travel,card
Car loan EMI INR 44877,44877,emi,upi
10757 rupay lgaa hotel booking me upi se diyee,10757,travel,upi
Flipkart order INR 48118,48118,shopping,cash
gas bill payment recharge kia 40346 rupay card se,40346,utilities,card
Concert ticket INR 36577,36577,entertainment,card
stock purchase me 9736 rupaiye invest kya upi se,9736,investment,upi
Concert ticket INR 8400,8400,entertainment,upi
Gas bill payment INR 229,229,utilities,card
water bill ka bill 17251 rs cash se bharaa,17251,utilities,cash
Internet recharge INR 1840,1840,utilities,card
bus ticket ka kiraya 19311 rupay diy card se,19311,travel,card
aaj mobile recharge ka 19748 rs ka bill upi se bharaa,19748,utilities,upi
42371 rs. ka water bill bill pay kya card se,42371,utilities,card
game purchase ka ticket 2705 rupaye me liyaa card se,2705,entertainment,card
Bus ticket INR 12969,12969,travel,card
Game purchase INR 19281,19281,entertainment,card
19748 rupay ka mobile recharge bill pay kia upi se,19748,utilities,upi
Ola cab INR 49163,49163,travel,upi
Hotel booking INR 45855,45855,travel,cash
electronics shopping se 27442 rs ka shopping kiya upi se,27442,shopping,upi
padhai ke liye college fees payment pe 21794 rupaye kharch kiyaa card se,21794,education,card
PPF contribution INR 36799,36799,investment,card
Flight ticket booking INR 39555,39555,travel,card
Game purchase INR 24221,24221,entertainment,upi
Car loan EMI INR 17303,17303,emi,upi
home loan emi ki EMI 186 rupaye cash se bharaa,186,emi,cash
46672 rupye ka gas bill payment bill pay kiya upi se,46672,utilities,upi
23236 rs ka mobile recharge bill pay kiya upi se,23236,utilities,upi
zomato dinner ka khana 29492 rupaiye me aaya cash se die,29492,food,cash
25265 rs. karcha kia restaurant bill pe upi se,25265,food,upi
water bill ka bill 19958 rupye cash se bharaa,19958,utilities,cash
aaj hotel booking lya 45855 rupay cash se pay kya,45855,travel,cash
loan ka credit card emi 18928 rs card se pay kya,18928,emi,card
32630 rupaiye karcha kya concert ticket pe card se,32630,entertainment,card
credit card emi ki EMI 49756 rs. card se bharra,49756,emi,card
Pizza delivery INR 41083,41083,food,card
34701 rs kharch kia game purchase pe card se,34701,entertainment,card
45506 rupye ka home loan emi installment upi se diyee,45506,emi,upi
aaj restaurant bill se khana order kia 43619 rupye card se diye,43619,food,card
Mutual fund SIP INR 39358,39358,investment,card
mobile recharge ka bill 31776 rupay upi se bharaa,31776,utilities,upi
flipkart order pe shopping kya 21860 rupaiye kharchaa card se,21860,shopping,card
hospital bill me 35522 rupaye karcha hua cash se diye,35522,healthcare,cash
Fixed deposit investment INR 43173,43173,investment,cash
42304 rupaye mutual fund sip me daale cash se,42304,investment,cash
"cafe coffee pe 38072 ka bill tha, card se pay kiya",38072,food,card
doctor ke yahan 2679 rs lga cash se diye,2679,healthcare,cash
doctor ke yahan 15222 rupaye lga card se diy,15222,healthcare,card
40472 rupye diye exam fee ke liye upi se,40472,education,upi
PPF contribution INR 43053,43053,investment,card
34820 rupaye ka bike loan emi installment cash se diyee,34820,emi,cash
uber ride ki ticket 42573 rupye me book kiyaa cash se,42573,travel,cash
personal loan installment ki EMI 29995 rupaye upi se bharra,29995,emi,upi
hotel booking ka kiraya 16771 rupay diy cash se,16771,travel,cash
aaj cafe coffee se khana order kya 24955 rupaye cash se diyee,24955,food,cash
43344 rs. ka pharmacy medicine purchase bill aaya upi se pay kiyaa,43344,healthcare,upi
Exam fee INR 19939,19939,education,card
credit card emi EMI 49756 rs. kat gaye card se,49756,emi,card
aaj ppf contribution me 13598 rs. lagaye upi se,13598,investment,upi
Clothing store bill INR 12880,12880,shopping,card
hotel booking ka kiraya 18691 rs. die card se,18691,travel,card
"cafe coffee pe 19701 ka bill tha, upi se pay kiya",19701,food,upi
15823 rupaye ka water bill bill pay kiyaa upi se,15823,utilities,upi
aaj fixed deposit investment me 15181 rupay lagaye cash se,15181,investment,cash
netflix subscription ka subscription 5045 rupye card se renew kiyaa,5045,entertainment,card
College fees payment INR 28920,28920,education,upi
6853 rupye kharchaa kya food court payment pe card se,6853,food,card
3558 rupaiye ka home loan emi installment upi se diye,3558,emi,upi
ola cab ki ticket 23688 rs. me book kiyaa cash se,23688,travel,cash
doctor ke yahan 45616 rs laga card se diyee,45616,healthcare,card
personal loan installment EMI 19923 rupye kat gaye card se,19923,emi,card
hospital bill pe 16643 rs. karcha hui davai pe card se,16643,healthcare,card
netflix subscription ka ticket 25225 rupaye me liyaa upi se,25225,entertainment,upi
Medical test charges INR 29051,29051,healthcare,card
42867 rupaye ka order die flipkart order pe cash se,42867,shopping,cash
library fee ka course 47809 rupay me lia card se pay kiyaa,47809,education,card
electronics shopping pe shopping kiya 3182 rupaiye khrcha cash se,3182,shopping,cash
swiggy order me 19903 rs. ka khana khayaa upi se,19903,food,upi
car loan emi ki EMI 48406 rupye cash se bhara,48406,emi,cash
credit card emi ki EMI 16906 rupay upi se bharra,16906,emi,upi
aaj mutual fund sip me 25033 rupay lagaye card se,25033,investment,card
Doctor consultation INR 17962,17962,healthcare,cash
40894 rs. lagaa flight ticket booking me upi se die,40894,travel,upi
Gas bill payment INR 22211,22211,utilities,card
netflix subscription ka ticket 32583 rupay me liyaa upi se,32583,entertainment,upi
personal loan installment ki EMI 41802 rupay cash se bharaa,41802,emi,cash
23876 rs. ka medical test charges bill aaya cash se pay kia,23876,healthcare,cash
pharmacy medicine purchase me 3194 rupay kharch hua card se die,3194,healthcare,card
Hotel booking INR 10757,10757,travel,upi
1590 rupaiye lagaa ola cab me upi se diye,1590,travel,upi
Ola cab INR 39480,39480,travel,cash
online course subscription ka course 49632 rs me lia card se pay kiyaa,49632,education,card
loan ka bike loan emi 5913 rupaiye card se pay kiya,5913,emi,card
online online shopping payment se 21769 ka saman liya upi se pay kiya,21769,shopping,upi
stock purchase ka SIP 1123 rupaye card se bhra,1123,investment,card
Pharmacy medicine purchase INR 22644,22644,healthcare,cash
college fees payment ka course 20592 rupye me lia cash se pay kia,20592,education,cash
game purchase ka subscription 19731 rs card se renew kya,19731,entertainment,card
stock purchase me 49841 rs. invest kia upi se,49841,investment,upi
food court payment ka khana 23342 rupaye me aaya cash se diy,23342,food,cash
padhai ke liye college fees payment pe 29249 rupaiye karcha kia card se,29249,education,card
electricity bill payment ka bill 22344 rupaye cash se bhra,22344,utilities,cash
aaj fixed deposit investment me 9520 rs. lagaye card se,9520,investment,card
2106 rs lagaa uber ride me cash se diy,2106,travel,cash
Uber ride INR 40312,40312,travel,cash
Clothing store bill INR 35591,35591,shopping,cash
Library fee INR 11520,11520,education,upi
Hotel booking INR 35701,35701,travel,upi
Flight ticket booking INR 21924,21924,travel,cash
movie ticket booking dekha 31421 rupaiye lgaa cash se diyee,31421,entertainment,cash
21924 rs. diy college fees payment ke liye cash se,21924,education,cash
Mobile recharge INR 44496,44496,utilities,card
bus ticket ka kiraya 22422 rupaiye diye cash se,22422,travel,cash
38119 rs. ka bike loan emi installment cash se diye,38119,emi,cash
25015 rupye kharch kiyaa zomato dinner pe upi se,25015,food,upi
Zomato dinner INR 49760,49760,food,card
Game purchase INR 10121,10121,entertainment,upi
gas bill payment recharge kiyaa 1407 rupaiye cash se,1407,utilities,cash
online amazon purchase se 24728 ka saman liya upi se pay kya,24728,shopping,upi
35993 rupay ka gas bill payment bill pay kia upi se,35993,utilities,upi
"swiggy order pe 24784 ka bill tha, card se pay kiya",24784,food,card
10465 rupaye lga uber ride me card se diyee,10465,travel,card
Food court payment INR 7764,7764,food,cash
13532 rupaye ka order die flipkart order pe upi se,13532,shopping,upi
concert ticket ka subscription 21214 rupye upi se renew kia,21214,entertainment,upi
Amazon purchase INR 25052,25052,shopping,upi
PPF contribution INR 32284,32284,investment,upi
PPF contribution INR 24954,24954,investment,cash
Train ticket IRCTC INR 34000,34000,travel,cash
lunch at hotel ka khana 33931 rs me aaya upi se die,33931,food,upi
college fees payment ki fees 28920 rupaye upi se bharaa,28920,education,upi
cafe coffee ka khana 6886 rupaye me aaya cash se diye,6886,food,cash
crypto investment ka SIP 29759 rupaye cash se bharra,29759,investment,cash
loan ka personal loan installment 13688 rupaye card se pay kya,13688,emi,card
Water bill INR 29403,29403,utilities,cash
Clothing store bill INR 15291,15291,shopping,upi
PPF contribution INR 10474,10474,investment,upi
Uber ride INR 5669,5669,travel,card
43691 rupay lgaa hotel booking me upi se diye,43691,travel,upi
mobile recharge recharge kya 7893 rupye upi se,7893,utilities,upi
Pharmacy medicine purchase INR 32797,32797,healthcare,cash
16771 rupaiye lga hotel booking me cash se die,16771,travel,cash
loan ka credit card emi 6411 rs card se pay kia,6411,emi,card
electricity bill payment recharge kya 45479 rupaiye upi se,45479,utilities,upi
"food court payment pe 29176 ka bill tha, card se pay kiya",29176,food,card
padhai ke liye library fee pe 5912 rupaye khrcha kia upi se,5912,education,upi
aaj stock purchase me 9072 rupye lagaye upi se,9072,investment,upi
online shopping payment se 34527 rupaiye ka shopping kia upi se,34527,shopping,upi
credit card emi ki EMI 32186 rs card se bhara,32186,emi,card
padhai ke liye online course subscription pe 8719 rs kharch kiya card se,8719,education,card
mutual fund sip ka SIP 19084 rs card se bharaa,19084,investment,card
home loan emi EMI 186 rupye kat gaye cash se,186,emi,cash
Mutual fund SIP INR 2934,2934,investment,card
exam fee ka course 13464 rupaiye me liyaa card se pay kiyaa,13464,education,card
41867 rupay khrcha kiyaa lunch at hotel pe card se,41867,food,card
car loan emi EMI 44877 rs. kat gaye upi se,44877,emi,upi
hospital bill me 45060 rupye kharch hua card se die,45060,healthcare,card
medical test charges me 48991 rupay karcha hua card se diyee,48991,healthcare,card
Mobile recharge INR 23236,23236,utilities,upi
Uber ride INR 21449,21449,travel,upi
doctor ke yahan 17462 rs laga cash se diye,17462,healthcare,cash
ppf contribution ka SIP 9988 rupay upi se bhara,9988,investment,upi
Movie ticket booking INR 42375,42375,entertainment,card
aaj crypto investment me 41878 rupye lagaye upi se,41878,investment,upi
Mutual fund SIP INR 41777,41777,investment,upi
doctor ke yahan 39473 rupay laga cash se diy,39473,healthcare,cash
Netflix subscription INR 1557,1557,entertainment,card
mutual fund sip me 49755 rupaye invest kiyaa upi se,49755,investment,upi
online course subscription ka course 2436 rupaye me liyaa upi se pay kia,2436,education,upi
34623 rs ka order diyee amazon purchase pe cash se,34623,shopping,cash
Water bill INR 15823,15823,utilities,upi
medical test charges me 1654 rs kharcha hua card se diy,1654,healthcare,card
loan ka personal loan installment 48231 rs upi se pay kiya,48231,emi,upi
uber ride ki ticket 15034 rs. me book kiyaa card se,15034,travel,card
Hospital bill INR 45616,45616,healthcare,card
Cafe coffee INR 47177,47177,food,cash
Home loan EMI INR 33306,33306,emi,cash
mobile recharge ka bill 17970 rs cash se bharra,17970,utilities,cash
"pizza delivery pe 13580 ka bill tha, cash se pay kia",13580,food,cash
Hospital bill INR 724,724,healthcare,upi
Uber ride INR 10685,10685,travel,upi
Electronics shopping INR 3182,3182,shopping,cash
flipkart order se 35043 rupay ka shopping kya card se,35043,shopping,card
online online shopping payment se 46189 ka saman lya upi se pay kya,46189,shopping,upi
Internet recharge INR 26351,26351,utilities,cash
Hospital bill INR 32193,32193,healthcare,card
concert ticket dekha 49645 rupye lgaa card se diyee,49645,entertainment,card
Pharmacy medicine purchase INR 15868,15868,healthcare,cash
