text,amount,category,payment_method,payment_provider,location,notes
netflix spotify hotstar subscription movie show ₹36053 cash,36053,entertainment,cash,,,
grocery vegetables milk bread ₹20666 paid cash,20666,food,cash,,,
medical test charges me 23997 rupye khrcha hua card se diye,23997,healthcare,card,,,
College fees payment INR 19799,19799,education,upi,phonepe,,
hospital doctor pharmacy medicine diagnostic ₹43145 Google Pay,43145,healthcare,upi,gpay,,
49046 rs. ka water bill bill pay kiyaa card se,49046,utilities,card,,,
Doctor consultation INR 49213,49213,healthcare,card,,,
amazon flipkart myntra online shopping order ₹24262 card,24262,shopping,card,,,
"pizza delivery pe 37591 ka bill tha, card se pay kia",37591,food,card,,,
petrol diesel fuel ₹30044 at pump Paytm,30044,travel,upi,paytm,,
mutual fund SIP stocks PPF FD investment ₹38403 card,38403,investment,card,,,
stock purchase me 17684 rupaiye invest kiyaa Google Pay se,17684,investment,upi,gpay,,
38291 rupye mutual fund sip me daale bhim se,38291,investment,upi,bhim,,
electronics clothes purchase ₹44903 via cred,44903,shopping,upi,cred,,
doctor ke yahan 25302 rupye lgaa Phone Pe se diyee,25302,healthcare,upi,phonepe,,
Game purchase INR 572,572,entertainment,cash,,,
1343 rs. laga bus ticket me gpay se diye,1343,travel,upi,gpay,,
birthday gift money transfer friend ₹18614 via BHIM,18614,friends,upi,bhim,,
Pharmacy medicine purchase INR 27393,27393,healthcare,upi,cred,,
Transaction successful — ₹25116 to Pharmacy medicine purchase via CRED UPI,25116,healthcare,upi,cred,,
electronics shopping pe shopping kya 15385 rs kharchaa Phone Pe se,15385,shopping,upi,phonepe,,
netflix spotify hotstar subscription movie show ₹39724 card,39724,entertainment,card,,,
Bike loan EMI INR 28540,28540,emi,card,,,
Bus ticket INR 42731,42731,travel,upi,gpay,,
Fixed deposit investment INR 7885,7885,investment,card,,,
aaj mutual fund sip me 9829 rs. lagaye card se,9829,investment,card,,,
home loan car loan credit card EMI monthly ₹39859 autopay CRED,39859,emi,upi,cred,,
online electronics shopping se 11232 ka saman lia cash se pay kya,11232,shopping,cash,,,
hospital doctor pharmacy medicine diagnostic ₹421 card,421,healthcare,card,,,
aaj swiggy order se khana order kya 46145 rupye Phone Pe se diy,46145,food,upi,phonepe,,
21632 rs lga flight ticket booking me card se diyee,21632,travel,card,,,
school college tuition course books fees ₹26929 card,26929,education,card,,,
flight ticket booking ka kiraya 26563 rupaye diye card se,26563,travel,card,,,
College fees payment INR 5459,5459,education,card,,,
electricity water broadband mobile recharge bill ₹21053 card,21053,utilities,card,,,
Exam fee INR 45907,45907,education,upi,phonepe,,
39290 rupay ka home loan emi installment card se diye,39290,emi,card,,,
paytm: Payment of ₹19345 to Credit card EMI successful,19345,emi,upi,paytm,,
netflix spotify hotstar subscription movie show ₹6697 cash,6697,entertainment,cash,,,
dost ko 7167 rs Paytm se bheje,7167,friends,upi,paytm,,
home loan car loan credit card EMI monthly ₹35650 autopay bhim,35650,emi,upi,bhim,,
Train ticket IRCTC INR 38973,38973,travel,card,,,
Exam fee INR 8113,8113,education,upi,paytm,,
flight ticket booking ka kiraya 8151 rupaiye diy Phone Pe se,8151,travel,upi,phonepe,,
birthday gift money transfer friend ₹14359 via card,14359,friends,card,,,
electricity water broadband mobile recharge bill ₹16424 card,16424,utilities,card,,,
,,1234,,,,
aaj uber ride lya 22900 rupaye Google Pay se pay kiyaa,22900,travel,upi,gpay,,
dost ko 5611 rs paytm se bheje,5611,friends,upi,paytm,,
train ticket irctc ka kiraya 47562 rs diy PhonePe se,47562,travel,upi,phonepe,,
42641 rupaye lagaa bus ticket me cash se diye,42641,travel,cash,,,
college fees payment ki fees 9361 rupye bhim se bhara,9361,education,upi,bhim,,
Paytm: Payment of ₹858 to Online shopping payment successful,858,shopping,upi,paytm,,
Movie ticket booking INR 26100,26100,entertainment,upi,phonepe,,
school college tuition course books fees ₹19651 Paytm,19651,education,upi,paytm,,
22557 rupye die college fees payment ke liye CRED se,22557,education,upi,cred,,
loan ka car loan emi 26267 rupaye card se pay kia,26267,emi,card,,,
electricity water broadband mobile recharge bill ₹35322 BHIM,35322,utilities,upi,bhim,,
grocery vegetables milk bread ₹29022 paid bhim,29022,food,upi,bhim,,
Crypto investment INR 43099,43099,investment,card,,,
24554 rs stock purchase me daale card se,24554,investment,card,,,
13601 rupaye kharcha kia pizza delivery pe CRED se,13601,food,upi,cred,,
electronics clothes purchase ₹11086 via card,11086,shopping,card,,,
electricity water broadband mobile recharge bill ₹9327 card,9327,utilities,card,,,
ola cab ka kiraya 8485 rupye diyee card se,8485,travel,card,,,
Lunch at hotel INR 18474,18474,food,upi,bhim,,
Mutual fund SIP INR 47414,47414,investment,upi,bhim,,
netflix spotify hotstar subscription movie show ₹48615 card,48615,entertainment,card,,,
aaj gas bill payment ka 31910 rs. ka bill card se bhra,31910,utilities,card,,,
stock purchase ka SIP 36662 rupay card se bharaa,36662,investment,card,,,
mutual fund SIP stocks PPF FD investment ₹37360 card,37360,investment,card,,,
bus ticket ki ticket 31696 rupaye me book kya Paytm se,31696,travel,upi,paytm,,
uber ola cab ride airport train ticket ₹26251 CRED,26251,travel,upi,cred,,
Flight ticket booking INR 26143,26143,travel,card,,,
hotel booking ki ticket 47891 rupaye me book kiyaa card se,47891,travel,card,,,
Rs. 11381 sent to Internet recharge via Phone Pe UPI,11381,utilities,upi,phonepe,,
Google Pay payment ₹21922 split dinner group,21922,friends,upi,gpay,,
cafe coffee ka khana 42014 rs me aaya cash se diyee,42014,food,cash,,,
mutual fund SIP stocks PPF FD investment ₹9468 card,9468,investment,card,,,
Fixed deposit investment INR 19919,19919,investment,card,,,
grocery vegetables milk bread ₹4981 paid paytm,4981,food,upi,paytm,,
loan ka car loan emi 19165 rs. card se pay kya,19165,emi,card,,,
mutual fund SIP stocks PPF FD investment ₹2688 CRED,2688,investment,upi,cred,,
5504 rs ka medical test charges bill aaya BHIM se pay kya,5504,healthcare,upi,bhim,,
electricity water broadband mobile recharge bill ₹26142 PhonePe,26142,utilities,upi,phonepe,,
39620 rupaye kharchaa kya zomato dinner pe phonepe se,39620,food,upi,phonepe,,
Gas bill payment INR 42032,42032,utilities,upi,phonepe,,
Uber ride INR 11714,11714,travel,card,,,
10068 rupye ka bike loan emi installment card se diyee,10068,emi,card,,,
mutual fund SIP stocks PPF FD investment ₹33525 Phone Pe,33525,investment,upi,phonepe,,
restaurant bill me 35113 rupaiye ka khana khaaya GPay se,35113,food,upi,gpay,,
paytm: Payment of ₹11863 to Gas bill payment successful,11863,utilities,upi,paytm,,
amazon flipkart myntra online shopping order ₹31832 cash,31832,shopping,cash,,,
clothing store bill pe shopping kiya 16138 rs karcha card se,16138,shopping,card,,,
phonepe: Payment of ₹28916 to Online course subscription successful,28916,education,upi,phonepe,,
PPF contribution INR 41321,41321,investment,card,,,
paid back friend lent money ₹9217 Phone Pe,9217,friends,upi,phonepe,,
amazon flipkart myntra online shopping order ₹6946 CRED,6946,shopping,upi,cred,,
car loan emi ki EMI 323 rupay card se bhra,323,emi,card,,,
medical test charges pe 43843 rupaiye kharchaa hui davai pe bhim se,43843,healthcare,upi,bhim,,
lunch dinner food order swiggy zomato restaurant meal ₹9157 cash,9157,food,cash,,,
Bike loan EMI INR 24098,24098,emi,card,,,
43342 rupye ka pharmacy medicine purchase bill aaya cred se pay kiyaa,43342,healthcare,upi,cred,,
hospital doctor pharmacy medicine diagnostic ₹42397 Paytm,42397,healthcare,upi,paytm,,
17925 rs friend ko UPI cred se transfer,17925,friends,upi,cred,,
online electronics shopping se 8627 ka saman liya gpay se pay kiyaa,8627,shopping,upi,gpay,,
school college tuition course books fees ₹27185 card,27185,education,card,,,
Home loan EMI INR 17140,17140,emi,card,,,
Paid ₹44578 to Medical test charges using gpay,44578,healthcare,upi,gpay,,
lunch dinner food order swiggy zomato restaurant meal ₹20821 cash,20821,food,cash,,,
Online shopping payment INR 43652,43652,shopping,card,,,
padhai ke liye college fees payment pe 4957 rs. kharcha kya BHIM se,4957,education,upi,bhim,,
Rs. 14131 sent to Concert ticket via paytm UPI paid from account …7619,14131,entertainment,upi,paytm,,
Concert ticket INR 24411,24411,entertainment,upi,cred,,
Amazon purchase INR 13663,13663,shopping,card,,,
Crypto investment INR 24978,24978,investment,card,,,
uber ola cab ride airport train ticket ₹29058 PhonePe,29058,travel,upi,phonepe,,
Transaction successful — ₹1616 to Cafe coffee via Phone Pe UPI,1616,food,upi,phonepe,,
hospital bill me 49627 rs karcha hua card se diyee,49627,healthcare,card,,,
aaj fixed deposit investment me 22628 rupye lagaye PhonePe se,22628,investment,upi,phonepe,,
school college tuition course books fees ₹35022 bhim,35022,education,upi,bhim,,
flipkart order pe shopping kiya 28705 rupay karcha Google Pay se,28705,shopping,upi,gpay,,
28486 rupay lgaa train ticket irctc me card se diy,28486,travel,card,,,
Messy outlier tx ccard,NULL,blabla,paypal,,NaN,
petrol diesel fuel ₹9934 at pump card,9934,travel,card,,,
College fees payment INR 22011,22011,education,card,,,
online course subscription ki fees 17778 rupye card se bhara,17778,education,card,,,
hospital bill me 48021 rupay karcha hua Google Pay se diye,48021,healthcare,upi,gpay,,
₹31580 debited from your account for Zomato dinner (Google Pay UPI) SBI 9708,31580,food,upi,gpay,,
hospital doctor pharmacy medicine diagnostic ₹38519 bhim,38519,healthcare,upi,bhim,,
grocery vegetables milk bread ₹46312 paid cash,46312,food,cash,,,
Rs. 25357 sent to Water bill via Google Pay UPI HDFC Bank 7065,25357,utilities,upi,gpay,,
aaj hotel booking liyaa 48231 rupye card se pay kiya,48231,travel,card,,,
15343 rupye kharch kiya game purchase pe Paytm se,15343,entertainment,upi,paytm,,
aaj food court payment se khana order kiyaa 16634 rupye card se diy,16634,food,card,,,
uber ola cab ride airport train ticket ₹36780 paytm,36780,travel,upi,paytm,,
Flipkart order INR 28705 paid through GPay,28705,shopping,upi,gpay,,
Rs. 37935 sent to Pizza delivery via gpay UPI,37935,food,upi,gpay,,
grocery vegetables milk bread ₹34877 paid BHIM,34877,food,upi,bhim,,
library fee ka course 42064 rupye me lya bhim se pay kiya,42064,education,upi,bhim,,
Paytm payment ₹42033 Mutual fund SIP,42033,investment,upi,paytm,,
Transaction successful — ₹23891 to Restaurant bill via phonepe UPI,23891,food,upi,phonepe,,
Rs. 32426 sent to Car loan EMI via BHIM UPI,32426,emi,upi,bhim,,
Concert ticket INR 49889,49889,entertainment,cash,,,
37151 rupye khrcha kya game purchase pe phonepe se,37151,entertainment,upi,phonepe,,
loan ka credit card emi 16954 rs Phone Pe se pay kiyaa,16954,emi,upi,phonepe,,
internet recharge ka bill 39144 rupaye Paytm se bharra,39144,utilities,upi,paytm,,
online shopping payment pe shopping kiya 39553 rs karcha card se,39553,shopping,card,,,
home loan car loan credit card EMI monthly ₹33876 autopay card,33876,emi,card,,,
amazon flipkart myntra online shopping order ₹9875 card,9875,shopping,card,,,
padhai ke liye exam fee pe 2449 rs kharchaa kya cred se,2449,education,upi,cred,,
Medical test charges INR 47620,47620,healthcare,upi,bhim,,
Transaction successful — ₹20157 to Credit card EMI via CRED UPI,20157,emi,upi,cred,,
water bill recharge kiyaa 36857 rs card se,36857,utilities,card,,,
kal raat dinner split 8135 rupaye bhim,8135,friends,upi,bhim,,
College fees payment INR 24252,24252,education,upi,paytm,,
5603 rs. diy online course subscription ke liye bhim se,5603,education,upi,bhim,,
Transaction successful — ₹10455 to Medical test charges via CRED UPI,10455,healthcare,upi,cred,,
Transaction successful — ₹657 to Amazon purchase via GPay UPI paid from account …0855,657,shopping,upi,gpay,,
electricity water broadband mobile recharge bill ₹39235 Phone Pe,39235,utilities,upi,phonepe,,
Mobile recharge INR 10433,10433,utilities,cash,,,
Priya INR 21431 paid through gpay,21431,friends,upi,gpay,,
home loan car loan credit card EMI monthly ₹2637 autopay card,2637,emi,card,,,
stock purchase me 16414 rs. invest kya phonepe se,16414,investment,upi,phonepe,,
grocery vegetables milk bread ₹42640 paid card,42640,food,card,,,
22696 rs lgaa train ticket irctc me card se diyee,22696,travel,card,,,
uber ola cab ride airport train ticket ₹21892 card,21892,travel,card,,,
home loan car loan credit card EMI monthly ₹17983 autopay card,17983,emi,card,,,
water bill recharge kiyaa 20320 rupay cred se,20320,utilities,upi,cred,,
aaj cafe coffee se khana order kiya 1616 rupye phonepe se diyee,1616,food,upi,phonepe,,
lunch dinner food order swiggy zomato restaurant meal ₹28862 card,28862,food,card,,,
school college tuition course books fees ₹5925 CRED,5925,education,upi,cred,,
uber ola cab ride airport train ticket ₹37303 card,37303,travel,card,,,
Gas bill payment INR 17840,17840,utilities,upi,gpay,,
26063 rupay stock purchase me daale Paytm se,26063,investment,upi,paytm,,
home loan car loan credit card EMI monthly ₹28505 autopay BHIM,28505,emi,upi,bhim,,
library fee ki fees 1540 rupay Google Pay se bharra,1540,education,upi,gpay,,
Doctor consultation INR 20050,20050,healthcare,upi,phonepe,,
electricity water broadband mobile recharge bill ₹4462 card,4462,utilities,card,,,
netflix subscription ka ticket 19101 rupay me liyaa cash se,19101,entertainment,cash,,,
train ticket irctc ki ticket 24581 rupaye me book kia card se,24581,travel,card,,,
mutual fund SIP stocks PPF FD investment ₹15426 Paytm,15426,investment,upi,paytm,,
hospital doctor pharmacy medicine diagnostic ₹13522 card,13522,healthcare,card,,,
Library fee INR 27751,27751,education,upi,gpay,,
movie ticket booking ka ticket 32022 rupye me liya cash se,32022,entertainment,cash,,,
mutual fund SIP stocks PPF FD investment ₹22433 gpay,22433,investment,upi,gpay,,
pizza delivery me 37935 rupay ka khana khaaya Google Pay se,37935,food,upi,gpay,,
Paytm: Payment of ₹16366 to Bike loan EMI successful,16366,emi,upi,paytm,,
netflix spotify hotstar subscription movie show ₹15004 cash,15004,entertainment,cash,,,
Food court payment INR 30219,30219,food,upi,paytm,,
electronics clothes purchase ₹4611 via card,4611,shopping,card,,,
electronics clothes purchase ₹6035 via BHIM,6035,shopping,upi,bhim,,
home loan car loan credit card EMI monthly ₹34989 autopay card,34989,emi,card,,,
netflix subscription ka subscription 34257 rupye card se renew kiya,34257,entertainment,card,,,
bhai ko udhaar return 18698 rs. CRED se,18698,friends,upi,cred,,
Pharmacy medicine purchase INR 25354,25354,healthcare,cash,,,
Online course subscription INR 15446 paid through CRED,15446,education,upi,cred,,
PhonePe: Payment of ₹19608 to Cafe coffee successful,19608,food,upi,phonepe,,
aaj zomato dinner se khana order kiyaa 18597 rs. Paytm se diy,18597,food,upi,paytm,,
internet recharge ka bill 47524 rupay Paytm se bhra,47524,utilities,upi,paytm,,
Bike loan EMI INR 35491,35491,emi,card,,,
grocery vegetables milk bread ₹40460 paid card,40460,food,card,,,
Lunch at hotel INR 28323,28323,food,card,,,
aaj ola cab lya 48007 rupaiye card se pay kya,48007,travel,card,,,
school college tuition course books fees ₹648 phonepe,648,education,upi,phonepe,,
Rahul INR 20321 paid through cred,20321,friends,upi,cred,,
online course subscription ka course 11991 rs me lia Google Pay se pay kiya,11991,education,upi,gpay,,
Transaction successful — ₹38882 to Hospital bill via cred UPI,38882,healthcare,upi,cred,,
Ola cab INR 49362,49362,travel,card,,,
₹28502 debited from your account for Amazon purchase (BHIM UPI),28502,shopping,upi,bhim,,
Medical test charges INR 46909,46909,healthcare,upi,paytm,,
electricity water broadband mobile recharge bill ₹35449 card,35449,utilities,card,,,
9530 rupaiye ka pharmacy medicine purchase bill aaya card se pay kya,9530,healthcare,card,,,
electricity water broadband mobile recharge bill ₹36318 Google Pay,36318,utilities,upi,gpay,,
